ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_2;2015-01;Aquitaine;8944;8636;308;1014;88.3;7.5;Malgré les travaux de modernisation en gare de Bordeaux et des évènements externe (givre), la régularité est en légère progression.
TER_3;2015-01;Auvergne;6155;6039;116;320;94.7;17.9;Conditions météo, dérangements d'installations et problèmes matériel.
TER_11;2015-01;Languedoc Roussillon;4737;4665;72;429;90.8;9.9;
TER_19;2015-01;Provence Alpes Côte d'Azur;15384;14541;843;2717;81.3;4.4;
TER_4;2013-01;Basse Normandie;3331;3297;34;311;90.6;9.6;Grand froid et épisode neigeux les semaines 3 et 4. Tension au niveau du personnel agent de conduite. Difficultés de circulation, conséquence de la mauvaise régularité des trains Intercités.
TER_5;2013-01;Bourgogne;8400;8332;68;625;92.5;12.3;Un mois de janvier qui surpasse les six exercices précédents en termes d'annulation et de ponctualité des trains.
TER_11;2013-01;Languedoc Roussillon;5024;4897;127;377;92.3;12.0;Chute de neige sur le littoral.
TER_17;2013-01;Picardie;11754;11673;81;1245;89.3;8.4;Fortes chutes de neige ayant entrainé des perturbations exceptionnelles.
TER_18;2013-01;Poitou Charentes;3269;3134;135;205;93.5;14.3;Mouvements sociaux des agents du service commercial trains le ASCT le 1er et le 8 janvier. Fortes chutes de neige ayant entrainé des perturbations exceptionnelles.
TER_1;2013-02;Alsace;18263;18097;166;771;95.7;22.5;Intempéries.
TER_2;2013-02;Aquitaine;7926;7832;94;912;88.4;7.6;Inondations au sud de Dax du 11 au 13 février.
TER_8;2013-02;Champagne Ardenne;5801;5763;38;233;96.0;23.7;
TER_11;2013-02;Languedoc Roussillon;4614;4402;212;387;91.2;10.4;Arrêt de travail spontané suite à l'agression d'un agent du service commercial train.
TER_19;2013-02;Provence Alpes Côte d'Azur;12581;12142;439;1761;85.5;5.9;
TER_9;2013-03;Franche Comté;5676;5628;48;360;93.6;14.6;
TER_4;2013-04;Basse Normandie;3221;3137;84;190;93.9;15.5;Plusieurs zones de travaux. Dérangements de d'installations dues aux variations de températures.
TER_9;2013-04;Franche Comté;5655;5638;17;327;94.2;16.2;
TER_12;2013-04;Limousin;4030;3834;196;196;94.9;18.6;
TER_13;2013-04;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_15;2013-04;Nord Pas de Calais;18841;18585;256;1294;93.0;13.4;Grève nationale le 13.
TER_17;2013-04;Picardie;10870;10819;51;657;93.9;15.5;
TER_19;2013-04;Provence Alpes Côte d'Azur;13437;12168;1269;1660;86.4;6.3;Un éboulement dans un tunnel suite à des intempéries entraîne la suppression des trains sur une partie de leur parcours.
TER_2;2013-05;Aquitaine;8722;8656;66;833;90.4;9.4;Deux actes de malveillance majeurs et cinq accidents de personnes.
TER_3;2013-05;Auvergne;4996;4965;31;393;92.1;11.6;Intempéries.
TER_5;2013-05;Bourgogne;7507;7429;78;806;89.2;8.2;Résultats ponctualité marqués par des limitations temporaires de vitesse. des inondations de voies suite aux pluies diluviennes et aléas divers.
TER_11;2013-05;Languedoc Roussillon;4909;4666;243;335;92.8;12.9;Intempéries et mouvement social.
TER_16;2013-05;Pays de la Loire;9823;9420;403;658;93.0;13.3;73% des annulations sont liées à des mouvements sociaux.
TER_19;2013-05;Provence Alpes Côte d'Azur;13312;12977;335;2244;82.7;4.8;
TER_13;2013-05;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_1;2013-06;Alsace;17810;17668;142;784;95.6;21.5;Mouvement social et travaux à Vendenheim pour la deuxième phase du TGV Est.
TER_2;2013-06;Aquitaine;8152;8052;100;892;88.9;8.0;Inondations sur le piémont pyrénéen.
TER_6;2013-06;Bretagne;7901;7837;64;280;96.4;27.0;
TER_19;2013-06;Provence Alpes Côte d'Azur;12916;11957;959;2160;81.9;4.5;
TER_13;2013-06;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_9;2013-07;Franche Comté;5169;5149;20;513;90.0;9.0;
TER_11;2013-07;Languedoc Roussillon;5446;5317;129;711;86.6;6.5;Malveillance et causes externes.
TER_13;2013-07;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_4;2013-08;Basse Normandie;3721;3691;30;226;93.9;15.3;Nombreuses difficultés matériels et des difficultés de circulation.
TER_7;2013-08;Centre;9132;9047;85;519;94.3;16.4;
TER_15;2013-08;Nord Pas de Calais;15120;14752;368;832;94.4;16.7;Intempéries, orages et affluence liée à la braderie de Lille.
TER_5;2013-09;Bourgogne;7489;7227;262;693;90.4;9.4;Mouvement social interprofessionnel national le 10 et droit de retrait suite à une agression de contrôleur le 21 ayant entraîné d'importantes annulations de trains.
TER_7;2013-09;Centre;9572;9188;384;632;93.1;13.5;Grève nationale.
TER_15;2013-09;Nord Pas de Calais;18746;18215;531;1358;92.5;12.4;Incendie des postes d'aiguillage de Lourches et de Jeumont, vol de câble en gare de Seclin.
TER_4;2013-10;Basse Normandie;3397;3278;119;262;92.0;11.5;Mouvement social du 9, début des patinages et intempéries (arbres et branches sur les voies).
TER_7;2013-10;Centre;9857;9640;217;1003;89.6;8.6;Grève, intempéries et travaux.
TER_12;2013-10;Limousin;4094;3833;261;370;90.3;9.4;
TER_14;2013-10;Midi Pyrénées;7859;7757;102;654;91.6;10.9;Causes externes, dérangements des organisations syndicales.
TER_5;2013-11;Bourgogne;7344;7270;74;964;86.7;6.5;Novembre devient le mois le plus irrégulier de l'année. Nombre croissant d'incidents en ligne conjugués à des intempéries très marquées sur l'ouest Bourgogne ont participé à des résultats contrastés.
TER_8;2013-11;Champagne Ardenne;6045;5488;557;521;90.5;9.5;Nombreux patinages et enrayages de trains suite à la chute des feuilles mortes sur les rails, problèmes de disponibilité du matériel nécessitant la mise en œuvre de plans de transports adaptés, droit de retrait exercé du 6 au 8 par des contrôleurs champardennais suite à l'agression de l'un d'entre eux dans le train 839112 à Meaux le 6.
TER_10;2013-11;Haute Normandie;5472;5293;179;426;92.0;11.4;Camion en panne à un passage à niveau, accident de personne, agression d'un agent du service commercial train. dérangement d'installations à la bifurcation de Darnétal, déraillement à Mantes.
TER_15;2013-11;Nord Pas de Calais;17208;16959;249;2074;87.8;7.2;Alerte à la bombe le 4 et incendie aux abords des voies le 27 en gare de Lille Flandres.
TER_1;2013-12;Alsace;17968;17780;188;738;95.8;23.1;Temps humide, nombreux incidents matériel et d'infrastructure.
TER_3;2013-12;Auvergne;5092;5001;91;656;86.9;6.6;Conditions météos et intempéries.
TER_5;2013-12;Bourgogne;7892;7605;287;749;90.2;9.2;Décembre 2013 est proche du résultat enregistré un an plus tôt. Le mois est marqué par un mouvement social important le 12 décembre traduisant un taux d'annulation important.
TER_6;2013-12;Bretagne;8576;8246;330;613;92.6;12.5;Les travaux impactent de 1,2 point la régularité de ce mois. A signaler également : 1,2 point d'irrégularité pour cause d'enrayage et 1 point suite à la tempête DIRK, 1 point pour avarie matériel et 0.5 pour causes externes (obstacles. accident de personne). Sur 330 trains supprimés, 207 suite à une grève nationale le 10 décembre, 59 suite à la tempête DIRK et 22 pour avaries matériel.
TER_7;2013-12;Centre;9737;9010;727;898;90.0;9.0;Grève, problèmes matériel, intempéries, givre à la caténaire.
TER_9;2013-12;Franche Comté;5517;5444;73;541;90.1;9.1;
TER_12;2013-12;Limousin;4118;3519;599;434;87.7;7.1;
TER_19;2013-12;Provence Alpes Côte d'Azur;14882;10858;4024;2016;81.4;4.4;Prolongation de la fermeture de la ligne Aspres Livron. Mouvements sociaux.
TER_19;2014-01;Provence Alpes Côte d'Azur;14703;13336;1367;2652;80.1;4.0;
TER_17;2014-01;Picardie;11843;11756;87;992;91.6;10.9;La mise en place d'une limitation de vitesse à 60 km/h sur une distance de 32 km sur l'axe Beauvais-Le Tréport a impacté la régularité d'environ 2%.
TER_9;2014-01;Franche Comté;5867;5825;42;382;93.4;14.2;
TER_3;2014-01;Auvergne;6364;6305;59;581;90.8;9.9;Conditions météo, dérangements d'installations et limitation de vitesse.
TER_2;2014-02;Aquitaine;8384;8223;171;819;90.0;9.0;Les intempéries depuis le 21 janvier représentent l’impact fort. Deux accidents routiers (Pauillac et St Emilion), des intrusions d’animaux sur les voies et un impact de foudre sont les causes des difficultés rencontrées par le matériel pour la tenue du plan de transport.
TER_11;2014-03;Languedoc Roussillon;4465;4396;69;355;91.9;11.4;Toujours sur la dynamique de ce début d'année, un bon mois de mars (peu de causes externes)
TER_16;2014-03;Pays de la Loire;10291;10058;233;629;93.7;15.0;
TER_17;2014-03;Picardie;11171;11079;92;671;93.9;15.5;Plusieurs accidents de personne lourds de conséquences pour ce mois de mars, ainsi qu'un défaut de géométrie de la voie sur Paris-Nord les 20 et 21 Mars.
TER_19;2014-03;Provence Alpes Côte d'Azur;13338;12790;548;1903;85.1;5.7;Fermeture de la ligne Nice Breil et coupure de la ligne Grenoble Briançon au niveau de Clelles Mens consécutives à des éboulements.
TER_13;2014-03;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_9;2014-04;Franche Comté;5520;5494;26;461;91.6;10.9;
TER_17;2014-04;Picardie;11129;11059;70;729;93.4;14.2;
TER_12;2014-05;Limousin;4063;4012;51;358;91.1;10.2;Intempéries.
TER_4;2014-06;Basse Normandie;2466;2287;179;178;92.2;11.8;Nombreuses difficultés matériel ainsi que dérangements d'installation. Plusieurs évènements externes comme l'accident de personne du train 3338 en gare de Caen le 4 juin et l'affluence lors des commémorations du débarquement.
TER_5;2014-06;Bourgogne;6027;5653;374;643;88.6;7.8;Des résultats particulièrement mauvais, handicapés par le mouvement social sur la réforme ferroviaire.
TER_6;2014-06;Bretagne;7470;7253;217;387;94.7;17.7;Grève nationale. 1,2 point d'irrégularité suite à acte de malveillance et 0,75 point cause travaux.
TER_10;2014-06;Haute Normandie;4269;3978;291;217;94.5;17.3;
TER_14;2014-06;Midi Pyrénées;6320;6119;201;612;90.0;9.0;Malveillance et intempéries (151 circulations, dérangements sur passages à niveau et installations (148 circulations), prise en charge client (72 circulations), agent de conduite (68 circulations).
TER_16;2014-06;Pays de la Loire;7734;7525;209;554;92.6;12.6;Le mouvement social du mois a entraîné la déprogrammation de nombreux trains.
TER_17;2014-06;Picardie;7840;7719;121;780;89.9;8.9;Mouvement social national du 11 au 24 juin.
TER_18;2014-06;Poitou Charentes;2700;2527;173;190;92.5;12.3;Mouvement social national du 11 au 24 juin.
TER_3;2014-07;Auvergne;5262;5220;42;288;94.5;17.1;
TER_4;2014-07;Basse Normandie;3731;3704;27;173;95.3;20.4;Un mois de juillet à l'objectif avec tout de même des difficultés de production la semaine 29 (des correspondances avec des Intercités en retards, des dérangements d'installation et des difficultés matériels).
TER_7;2014-07;Centre;9294;9177;117;791;91.4;10.6;Fortes chaleurs, limitations temporaires de vitesse et nombreux dérangements d'installations.
TER_19;2014-07;Provence Alpes Côte d'Azur;14923;14388;535;2373;83.5;5.1;
TER_8;2014-08;Champagne Ardenne;5532;5499;33;214;96.1;24.7;
TER_14;2014-08;Midi Pyrénées;8477;8227;250;637;92.3;11.9;Malveillance et intempéries, dérangements sur passage à niveau et installations, difficulté de prise en charge en gare, matériel.
TER_16;2014-08;Pays de la Loire;10808;10698;110;549;94.9;18.5;
TER_5;2014-09;Bourgogne;7977;7946;31;666;91.6;10.9;Les résultats sont corrects et homogènes sur  une grande partie du territoire. A noter que les zones périurbaines de Dijon ont été perturbés par les limitations temporaires de vitesse.
TER_13;2014-09;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_8;2014-10;Champagne Ardenne;6008;5952;56;299;95.0;18.9;Le 7 octobre et suivants : fontis aux abords de la voie 1 entre Nogent sur Seine et Romilly sur Seine ayant entrainé des restrictions de circulation. Le 21 octobre : forts coups de vent avec arbres sur la voie et la caténaire.
TER_15;2014-10;Nord Pas de Calais;20121;19812;309;1707;91.4;10.6;
TER_9;2014-11;Franche Comté;5456;5368;88;457;91.5;10.7;
TER_12;2014-11;Limousin;3923;3875;48;390;89.9;8.9;
TER_16;2014-11;Pays de la Loire;10403;10273;130;746;92.7;12.8;
TER_2;2014-12;Aquitaine;9074;8794;280;1364;84.5;5.4;Des travaux de modernisation en gare de Bordeaux et ses alentours ont réduit la capacité de celle-ci, occasionnant de nombreux retards.
TER_7;2014-12;Centre;9185;9074;111;813;91.0;10.2;Grève national le 5 décembre, nombreux dérangements d'installation et problèmes d'adhérences en début de mois.
TER_10;2014-12;Haute Normandie;5866;5759;107;341;94.1;15.9;
TER_12;2014-12;Limousin;4166;4096;70;331;91.9;11.4;
TER_15;2014-12;Nord Pas de Calais;18923;18349;574;1647;91.0;10.1;
TER_16;2014-12;Pays de la Loire;11412;11169;243;1010;91.0;10.1;
TER_18;2014-12;Poitou Charentes;3562;3489;73;358;89.7;8.7;
TER_4;2015-01;Basse Normandie;3275;3245;30;162;95.0;19.0;Beaucoup de difficultés avec le parc matériel et de nombreux obstacles sur la voie (innondation du souterrain de Frénouville avec risque de traversée de voie). Nous avons aussi eu beaucoup de suppressions pour des absences de conducteur.
TER_7;2015-01;Centre;9084;8999;85;637;92.9;13.1;
TER_13;2015-01;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_10;2015-02;Haute Normandie;5483;5399;84;275;94.9;18.6;
TER_14;2015-02;Midi Pyrénées;8017;7771;246;710;90.9;9.9;"1. Matériel TER (134 circ.)
2. Dérangements d'installations (123 Circ.)
3. ADC TER (104 Circ.)
4. ASCT TER (33 Circ.)"
TER_18;2015-02;Poitou Charentes;3242;3193;49;304;90.5;9.5;
TER_15;2015-03;Nord Pas de Calais;19080;18488;592;1552;91.6;10.9;
TER_16;2015-03;Pays de la Loire;11293;11197;96;766;93.2;13.6;
TER_5;2015-04;Bourgogne;7696;7623;73;583;92.4;12.1;Avril aura été marqué par une hausse des dérangements d’installations et des conséquences des travaux (x2 par rapport à avril 2014) et une forte irrégularité générée par le matériel roulant.
TER_10;2015-04;Haute Normandie;5777;5738;39;267;95.3;20.5;
TER_14;2015-04;Midi Pyrénées;8178;8037;141;638;92.1;11.6;"1. Dérangements d'installations (131 Circ.)
2. Externe (116 circ.)
3. Matériel TER (94 Circ.)
4. ADC TER (71 Circ.)"
TER_15;2015-04;Nord Pas de Calais;;;;;;;
TER_3;2015-05;Auvergne;5591;5534;57;203;96.3;26.3;Événements externes, Problèmes matériels, dérangements d'installations
TER_6;2015-05;Bretagne;7692;7655;37;265;96.5;27.9;
TER_9;2015-05;Franche Comté;5394;5347;47;418;92.2;11.8;
TER_11;2015-05;Languedoc Roussillon;4447;4397;50;493;88.8;7.9;
TER_10;2015-06;Haute Normandie;5982;5915;67;287;95.1;19.6;
TER_11;2015-06;Languedoc Roussillon;4666;4483;183;599;86.6;6.5;
TER_12;2015-06;Limousin;4211;4168;43;275;93.4;14.2;"De manière générale, les principaux retards en juin sont liés :
• Aux défaillances de l’infrastructure pour 2,66 points (en forte augmentation par rapport au mois précédent de quasi 1,5 point) suite en particulier à des dérangements de PN principalement sur la ligne 2, des dérangements de block sur la ligne 4, des dérangements du compteur d’essieux sur lignes 2 et 8, et la mise en place d’une LTV pour défaut de géométrie de la voie sur la ligne 2.
• Aux causes externes pour 1,17 point  avec comme faits marquants   des divagations de bestiaux et un accident de personne sur Intercité.
• A des causes imputables à la circulation ferroviaire pour 0,31 point avec en particulier des prises de services tardives sur ligne 5 et des difficultés de gestion des circulations sur ligne 8.
• Aux défaillances du matériel roulant (1,25 point), en légère augmentation par rapport au mois précédent avec en particulier le blocage d’un bogie sur ligne 8.
•  Aux correspondances et prises en charge clientèle (0,60 point).
• A des causes liées aux conducteurs et ASCT pour 0,28 point.

On enregistre des suppressions :
•  pour défauts ou défaillances de matériel dont 10 liés à l’incident du 17 juin sur ligne 8 (blocage d’un bogie sur un engin)
•  pour absences et/ou défaut de conducteurs. 
• en lien avec des défaillances de l’infrastructure dont en particulier 5 suite d’un dérangement du compteur d’essieux sur ligne 2 et 6 suite d’un dérangement de zone sur le secteur circulation de Saint Sulpice .
• pour l’externe suite d’un accident de personne sur un Intercité."
TER_14;2015-06;Midi Pyrénées;8545;8349;196;767;90.8;9.9;"1. Dérangements d'installations (189 Circ.)
2. Externe (182 circ.)
3. ADC TER (90 Circ.)
4. Matériel TER (78 Circ.)"
TER_6;2015-07;Bretagne;7026;6986;40;275;96.1;24.4;
TER_7;2015-07;Centre;9371;9099;272;831;90.9;9.9;Résultat en dessous de l'objectif : Les événements marquants sur les lignes Euréliennes, des causes Externes avec des colis suspects, signal d'alarme sur Transilien, des causes fortes chaleurs avec mise en place de limitation de vitesse. Les lignes Centre, marquées également par les fortes chaleurs et leurs conséquences sur les infrastructures (mise en place de limitation de vitesse pour préserver les installations), mais aussi origine de nombreux incendies (feux de talus, champs ...). Enfin l'événement ayant le plus de conséquences sur la ponctualité est l'incendie sous le  pont de Grammont du 11 juillet, avec des interruptions de circulations pendant 3 jours puis des restrictions de circulations pour une durée d'une semaine. Il est à noter un point positif, la bonne tenue du parc matériel TER.
TER_16;2015-07;Pays de la Loire;10625;10442;183;895;91.4;10.7;
TER_17;2015-07;Picardie;10368;10085;283;870;91.4;10.6;Un mois en-dessous de l'objectif même si en amélioration par rapport au mois de juin, avec notamment un lourd impact des fortes chaleurs et des dérangements d'installations.
TER_6;2015-08;Bretagne;7050;6980;70;358;94.9;18.5;
TER_7;2015-08;Centre;9258;9176;82;641;93.0;13.3;"Résultat en dessous de l'objectif :
Pas d'incidents majeurs sur les lignes Centre même si 19 journées ne sont pas à l'objectifs. Trois familles de causes restent à u niveau supérieur à la moyenne : Transporteur (avec des avaries matériels), Réseau (dérangements d'installation) et Externe (Rafales de vent du 24/08 provoquant la chutes de branches/arbres). A noter également des retards imputés au service voyageurs (Vélo, PMR, groupe).
Deux semaines difficiles pour les lignes euréliennes. 43% des retards sont des causes Externes (Collision PN, Collision animal, Conditions climatiques), 25% pour Réseau (Divers dérangements d'installation) enfin 13%  pour le Transporteur (Avaries matériel)."
TER_14;2015-08;Midi Pyrénées;8120;7958;162;564;92.9;13.1;"1. Externe (139 circ.)
2. Dérangements d'installations (120 Circ.)
3. ADC TER (91 Circ.)
4. Matériel TER (83 Circ.)"
TER_15;2015-08;Nord Pas de Calais;15700;15513;187;949;93.9;15.3;
TER_19;2015-08;Provence Alpes Côte d'Azur;15661;15143;518;2802;81.5;4.4;
TER_5;2015-09;Bourgogne;7711;7662;49;658;91.4;10.6;"""Intempérie le 16/09 impactant le service.
A un niveau de 91.3% sans la journée du 16/09 (cas de force majeure, alerte rouge très tardive 01h30 avant la tempête), le résultat dépassait celui des mois de septembre 2014 et 2013…

Une production relativement homogène sur le territoire, presque tous les axes sont à l’objectif.
"""
TER_6;2015-09;Bretagne;8232;8140;92;502;93.8;15.2;
TER_9;2015-09;Franche Comté;5674;5596;78;447;92.0;11.5;
TER_14;2015-09;Midi Pyrénées;8777;8564;213;789;90.8;9.9;"1. Externe (207 circ.)
2. Dérangements d'installations (125 Circ.)
3. ADC TER (105 Circ.)
4. Matériel TER (106 Circ.)"
TER_15;2015-09;Nord Pas de Calais;19841;19542;299;1580;91.9;11.4;
TER_17;2015-09;Picardie;11479;11308;171;752;93.3;14.0;Premier mois de l'année au-dessus de l'objectif fixé. Le nombre de trains supprimés a diminué par rapport aux trois mois précédents.
TER_3;2015-10;Auvergne;5725;5607;118;346;93.8;15.2;Événements externes, Problèmes matériels, limitations de vitessse et dérangements d'installations
TER_14;2015-10;Midi Pyrénées;8130;7629;501;758;90.1;9.1;"1. Externe (200 circ.)
2. ADC TER (130 Circ.)
3. Dérangements d'installations (125 Circ.)
4. Autre transporteur Sncf (66 Circ.)"
TER_18;2015-10;Poitou Charentes;3423;3392;31;352;89.6;8.6;La nouvelle limitation de vitesse à 40km/h sur l'axe Poitiers- La Rochelle conduit à une forte baisse de al régularité sur cet axe, faisant baisser la régularité globale Poitou-Charente.
TER_19;2015-10;Provence Alpes Côte d'Azur;14986;14141;845;2898;79.5;3.9;Aux difficultés de production liées au manque de fiabilité des matériels et aux nombreux travaux d’infrastructure sur la région, est venu s’ajouter l’épisode des très fortes intempéries sur la Côte d'Azur. Les conséquences ont été très importantes, 6 rames ont été inutilisables pendant plusieurs semaines, les installations de sécurité ont dû être recontrôlées. Les personnels ont été fortement sollicités pendant cette période. C’est la production de la ligne Nice Toulon Marseille (matériels roulants inondés, voies déstabilisées...) qui en a le plus souffert.
TER_4;2015-11;Basse Normandie;2842;2658;184;263;90.1;9.1;Le début du mois a été difficile avec un dérangement de l'Infrastructure entrainant de grosses contraintes de circulation (catégorie C) entre Lison et Caen jusqu'au 4. Les 9 est 10, les contrôleurs ont exercé un droit de retrait suite à l'agression de l'un d'entre eux, entrainant la suppression de la majorité de nos circulations. Enfin de très nombreuses difficultés d'adhérence ont continués de rendre la production difficile jusqu'à la fin du mois.
TER_10;2015-11;Haute Normandie;5297;5157;140;497;90.4;9.4;
TER_12;2015-11;Limousin;3954;3906;48;472;87.9;7.3;"De manière générale, les principaux retards en novembre sont liés :
• Aux défaillances de l’infrastructure pour 2,66 points suite en particulier à des dérangements de PN, signaux et compteurs d’essieux et surtout la mise en application de mesures conservatoires suite des deshuntages sur certaines parties de voie sur la ligne 11.
• Aux causes externes pour 2,84 points  avec des adhérences dégradées et de nombreuses  divagations ou heurt  de bestiaux. A noter aussi la mise en application de la procédure colis suspect sur Périgueux le 20 nov.
• Aux défaillances du matériel roulant (quasi 1,7 points), en stagnation par rapport au mois précédent avec des avaries de portes, des difficultés de formation d’UM, d’isolements de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives.
•  Aux correspondances et prises en charge clientèle (0,7 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,6 point.

Suppressions :
•  pour défauts ou défaillances de matériel.
• suppressions pour absences et/ou défaut de conducteurs. 
• suppressions pour absences et/ou défaut d’ASCT.
• suppressions suite problème de remisage à Poitiers.
• suppressions suite à des dérangements d’installations, travaux et circulation.
• suppressions pour l’externe suite en particulier d’adhérence dégradées.
• suppressions affectées à d’autres transporteurs ayant demandés le secours pour avarie de matériel ou autre.
• suppressions en production suite problématique deshuntage."
TER_13;2015-11;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_20;2015-11;Rhône Alpes;27732;26978;754;3705;86.3;6.3;Mois qui se dégrade  dû principalement aux événements externes ( malveillance, colis suspects dans les gares et accidents de personnes), à l'Infrastructure( travaux) et aux incidents matériel
TER_11;2015-12;Languedoc Roussillon;4502;4419;83;444;90.0;9.0;
TER_14;2015-12;Midi Pyrénées;8393;8180;213;828;89.9;8.9;"1. Externe (211 circ.)
2. ADC TER (172 circ.)
3. Matériel TER (98 circ.)
4. Infra Equipement (89 Circ.)"
TER_1;2016-01;Alsace;18928;18683;245;995;94.7;17.8;Mise en place inopinée d'un RAL 10  en amont de Molsheim pour des raisons de sécurité  - conditions extrêmes sem. 3
TER_5;2016-01;Bourgogne;7767;7715;52;658;91.5;10.7;"""11 axes sur 15 sont à l’objectif
1ère activité TER en Janvier 2016"""
TER_12;2016-01;Limousin;4212;4154;58;304;92.7;12.7;"De manière générale, les principaux retards en janvier sont liés :
• Aux défaillances de l’infrastructure pour 1 point suite en particulier à des dérangements d’installations : intervalles et compteurs d’essieux sur lignes 2 et 3, système d’exploitation de la ligne 8, signalisation sur ligne 4, et quelques PN.
• Aux causes externes pour 1,6 point  avec des  divagations ou heurts  de bestiaux, des chutes d’arbres,   un bri de barrière de PN par un tiers sur ligne 8, et un accident de personne en gare de Limoges.
• Aux défaillances du matériel roulant (1,9 point), en augmentation par rapport au mois précédent avec des avaries de portes, des difficultés de formation d’UM, d’isolements de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives. 
•  Aux correspondances et prises en charge clientèle (0,5 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,2 point.

Suppressions :
• pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
•  suite réutilisation des ressources 
•  suite secours d’un autre train
• suite panne d’un train travaux.
•  liées au dérangement du CAPI sur Brive
•  pour causes externes : divagations d’animaux, heurt avec arbres et accidents de personne en gare de Limoges."
TER_1;2016-02;Alsace;18666;18379;287;904;95.1;19.3;Maintien du ralentissement à 10 km/h  entre Bourg-Bruche et St-Blaise-la-Roche-Poutay pour des raisons de sécurité
TER_3;2016-02;Auvergne;5474;5382;92;295;94.5;17.2;Causes externes (1,39% / 5,48%) - Dérangements installation (0,72% / 5,48%) - Pb de matériel (0,68% / 5,48%)
TER_10;2016-02;Haute Normandie;5706;5599;107;236;95.8;22.7;
TER_11;2016-02;Languedoc Roussillon;4520;4438;82;445;90.0;9.0;
TER_15;2016-02;Nord Pas de Calais;18831;18130;701;1642;90.9;10.0;
TER_3;2016-03;Auvergne;5257;5203;54;321;93.8;15.2;Pb Réseau (1,36%) - Externe (1,13%) - Matériel (1,04%)
TER_19;2016-03;Provence Alpes Côte d'Azur;15247;14727;520;1989;86.5;6.4;
TER_2;2015-02;Aquitaine;8037;7823;214;825;89.5;8.5;
TER_3;2015-02;Auvergne;5418;5294;124;340;93.6;14.6;Problèmes matériel, conditions météos (intempéries), Travaux,
TER_11;2015-02;Languedoc Roussillon;4331;4237;94;461;89.1;8.2;
TER_13;2015-02;Lorraine;12387;12217;170;543;95.6;21.5;
TER_7;2015-03;Centre;8996;8878;118;548;93.8;15.2;Résultat à l'objectif, néanmoins les évenements marquants sont une panne d'un TER à la Villette-St-Prest, 2 restitutions tardive de travaux à Tours, plan de transport adapté suite à dériallement d'un train Fret à l'entrée de Vendôme.
TER_10;2015-03;Haute Normandie;5956;5862;94;293;95.0;19.0;
TER_12;2015-03;Limousin;4153;4130;23;285;93.1;13.5;
